id_toma,marca_tiempo,volumen_m3,tiene_fuga
TE7D390D6E1,2026-05-10 19:00:00,0.05751,False
TE7D390D6E1,2026-05-10 20:00:00,0.03251,False
TE7D390D6E1,2026-05-10 21:00:00,0.02496,False
TE7D390D6E1,2026-05-10 22:00:00,0.02226,False
TE7D390D6E1,2026-05-10 23:00:00,0.01407,False
TE7D390D6E1,2026-05-11 00:00:00,0.00161,False
TE7D390D6E1,2026-05-11 01:00:00,0.00099,False
TE7D390D6E1,2026-05-11 02:00:00,0.00128,False
TE7D390D6E1,2026-05-11 03:00:00,0.00252,False
TE7D390D6E1,2026-05-11 04:00:00,0.00583,False
TE7D390D6E1,2026-05-11 05:00:00,0.01144,False
TE7D390D6E1,2026-05-11 06:00:00,0.02471,False
TE7D390D6E1,2026-05-11 07:00:00,0.04074,False
TE7D390D6E1,2026-05-11 08:00:00,0.06091,False
TE7D390D6E1,2026-05-11 09:00:00,0.04769,False
TE7D390D6E1,2026-05-11 10:00:00,0.05293,False
TE7D390D6E1,2026-05-11 11:00:00,0.03341,False
TE7D390D6E1,2026-05-11 12:00:00,0.04332,False
TE7D390D6E1,2026-05-11 13:00:00,0.05377,False
TE7D390D6E1,2026-05-11 14:00:00,0.04673,False
TE7D390D6E1,2026-05-11 15:00:00,0.0551,False
TE7D390D6E1,2026-05-11 16:00:00,0.03615,False
TE7D390D6E1,2026-05-11 17:00:00,0.05583,False
TE7D390D6E1,2026-05-11 18:00:00,0.04812,False
TE7D390D6E1,2026-05-11 19:00:00,0.03347,False
TE7D390D6E1,2026-05-11 20:00:00,0.05126,False
TE7D390D6E1,2026-05-11 21:00:00,0.02561,False
TE7D390D6E1,2026-05-11 22:00:00,0.0213,False
TE7D390D6E1,2026-05-11 23:00:00,0.00875,False
TE7D390D6E1,2026-05-12 00:00:00,0.00134,False
TE7D390D6E1,2026-05-12 01:00:00,0.00199,False
TE7D390D6E1,2026-05-12 02:00:00,0.00163,False
TE7D390D6E1,2026-05-12 03:00:00,0.00158,False
TE7D390D6E1,2026-05-12 04:00:00,0.005,False
TE7D390D6E1,2026-05-12 05:00:00,0.00613,False
TE7D390D6E1,2026-05-12 06:00:00,0.02698,False
TE7D390D6E1,2026-05-12 07:00:00,0.03103,False
TE7D390D6E1,2026-05-12 08:00:00,0.04811,False
TE7D390D6E1,2026-05-12 09:00:00,0.06599,False
TE7D390D6E1,2026-05-12 10:00:00,0.0493,False
TE7D390D6E1,2026-05-12 11:00:00,0.04689,False
TE7D390D6E1,2026-05-12 12:00:00,0.05437,False
TE7D390D6E1,2026-05-12 13:00:00,0.05487,False
TE7D390D6E1,2026-05-12 14:00:00,0.05317,False
TE7D390D6E1,2026-05-12 15:00:00,0.05643,False
TE7D390D6E1,2026-05-12 16:00:00,0.05752,False
TE7D390D6E1,2026-05-12 17:00:00,0.04561,False
TE7D390D6E1,2026-05-12 18:00:00,0.02855,False
TE7D390D6E1,2026-05-12 19:00:00,0.04019,False
TE7D390D6E1,2026-05-12 20:00:00,0.02824,False
TE7D390D6E1,2026-05-12 21:00:00,0.03587,False
TE7D390D6E1,2026-05-12 22:00:00,0.01565,False
TE7D390D6E1,2026-05-12 23:00:00,0.01289,False
TE7D390D6E1,2026-05-13 00:00:00,0.00107,False
TE7D390D6E1,2026-05-13 01:00:00,0.00158,False
TE7D390D6E1,2026-05-13 02:00:00,0.00116,False
TE7D390D6E1,2026-05-13 03:00:00,0.00179,False
TE7D390D6E1,2026-05-13 04:00:00,0.00284,False
TE7D390D6E1,2026-05-13 05:00:00,0.00925,False
TE7D390D6E1,2026-05-13 06:00:00,0.02338,False
TE7D390D6E1,2026-05-13 07:00:00,0.03079,False
TE7D390D6E1,2026-05-13 08:00:00,0.06347,False
TE7D390D6E1,2026-05-13 09:00:00,0.0504,False
TE7D390D6E1,2026-05-13 10:00:00,0.04946,False
TE7D390D6E1,2026-05-13 11:00:00,0.0505,False
TE7D390D6E1,2026-05-13 12:00:00,0.05024,False
TE7D390D6E1,2026-05-13 13:00:00,0.05485,False
TE7D390D6E1,2026-05-13 14:00:00,0.04982,False
TE7D390D6E1,2026-05-13 15:00:00,0.03713,False
TE7D390D6E1,2026-05-13 16:00:00,0.04087,False
TE7D390D6E1,2026-05-13 17:00:00,0.0422,False
TE7D390D6E1,2026-05-13 18:00:00,0.04592,False
TE7D390D6E1,2026-05-13 19:00:00,0.03656,False
TE7D390D6E1,2026-05-13 20:00:00,0.0309,False
TE7D390D6E1,2026-05-13 21:00:00,0.0167,False
TE7D390D6E1,2026-05-13 22:00:00,0.01402,False
TE7D390D6E1,2026-05-13 23:00:00,0.01122,False
TE7D390D6E1,2026-05-14 00:00:00,0.00114,False
TE7D390D6E1,2026-05-14 01:00:00,0.00185,False
TE7D390D6E1,2026-05-14 02:00:00,0.00238,False
TE7D390D6E1,2026-05-14 03:00:00,0.00226,False
TE7D390D6E1,2026-05-14 04:00:00,0.00493,False
TE7D390D6E1,2026-05-14 05:00:00,0.01108,False
TE7D390D6E1,2026-05-14 06:00:00,0.02602,False
TE7D390D6E1,2026-05-14 07:00:00,0.03902,False
TE7D390D6E1,2026-05-14 08:00:00,0.0592,False
TE7D390D6E1,2026-05-14 09:00:00,0.05518,False
TE7D390D6E1,2026-05-14 10:00:00,0.06461,False
TE7D390D6E1,2026-05-14 11:00:00,0.03128,False
TE7D390D6E1,2026-05-14 12:00:00,0.04043,False
TE7D390D6E1,2026-05-14 13:00:00,0.05512,False
TE7D390D6E1,2026-05-14 14:00:00,0.06029,False
TE7D390D6E1,2026-05-14 15:00:00,0.06755,False
TE7D390D6E1,2026-05-14 16:00:00,0.02429,False
TE7D390D6E1,2026-05-14 17:00:00,0.04605,False
TE7D390D6E1,2026-05-14 18:00:00,0.0473,False
TE7D390D6E1,2026-05-14 19:00:00,0.08773,False
TE7D390D6E1,2026-05-14 20:00:00,0.03435,False
TE7D390D6E1,2026-05-14 21:00:00,0.03254,False
TE7D390D6E1,2026-05-14 22:00:00,0.01716,False
TE7D390D6E1,2026-05-14 23:00:00,0.0111,False
TE7D390D6E1,2026-05-15 00:00:00,0.00171,False
TE7D390D6E1,2026-05-15 01:00:00,0.0013,False
TE7D390D6E1,2026-05-15 02:00:00,0.00171,False
TE7D390D6E1,2026-05-15 03:00:00,0.00173,False
TE7D390D6E1,2026-05-15 04:00:00,0.00544,False
TE7D390D6E1,2026-05-15 05:00:00,0.0117,False
TE7D390D6E1,2026-05-15 06:00:00,0.01904,False
TE7D390D6E1,2026-05-15 07:00:00,0.0488,False
TE7D390D6E1,2026-05-15 08:00:00,0.04041,False
TE7D390D6E1,2026-05-15 09:00:00,0.03508,False
TE7D390D6E1,2026-05-15 10:00:00,0.04741,False
TE7D390D6E1,2026-05-15 11:00:00,0.03954,False
TE7D390D6E1,2026-05-15 12:00:00,0.04632,False
TE7D390D6E1,2026-05-15 13:00:00,0.05566,False
TE7D390D6E1,2026-05-15 14:00:00,0.04874,False
TE7D390D6E1,2026-05-15 15:00:00,0.04014,False
TE7D390D6E1,2026-05-15 16:00:00,0.0366,False
TE7D390D6E1,2026-05-15 17:00:00,0.03576,False
TE7D390D6E1,2026-05-15 18:00:00,0.04719,False
TE7D390D6E1,2026-05-15 19:00:00,0.03688,False
TE7D390D6E1,2026-05-15 20:00:00,0.03467,False
TE7D390D6E1,2026-05-15 21:00:00,0.0327,False
TE7D390D6E1,2026-05-15 22:00:00,0.021,False
TE7D390D6E1,2026-05-15 23:00:00,0.00998,False
TE7D390D6E1,2026-05-16 00:00:00,0.00174,False
TE7D390D6E1,2026-05-16 01:00:00,0.00229,False
TE7D390D6E1,2026-05-16 02:00:00,0.00221,False
TE7D390D6E1,2026-05-16 03:00:00,0.0021,False
TE7D390D6E1,2026-05-16 04:00:00,0.00592,False
TE7D390D6E1,2026-05-16 05:00:00,0.00866,False
TE7D390D6E1,2026-05-16 06:00:00,0.02714,False
TE7D390D6E1,2026-05-16 07:00:00,0.05578,False
TE7D390D6E1,2026-05-16 08:00:00,0.06286,False
TE7D390D6E1,2026-05-16 09:00:00,0.04741,False
TE7D390D6E1,2026-05-16 10:00:00,0.03353,False
TE7D390D6E1,2026-05-16 11:00:00,0.05782,False
TE7D390D6E1,2026-05-16 12:00:00,0.07431,False
TE7D390D6E1,2026-05-16 13:00:00,0.06459,False
TE7D390D6E1,2026-05-16 14:00:00,0.06462,False
TE7D390D6E1,2026-05-16 15:00:00,0.04933,False
TE7D390D6E1,2026-05-16 16:00:00,0.08217,False
TE7D390D6E1,2026-05-16 17:00:00,0.03712,False
TE7D390D6E1,2026-05-16 18:00:00,0.0609,False
TE7D390D6E1,2026-05-16 19:00:00,0.03542,False
TE7D390D6E1,2026-05-16 20:00:00,0.04373,False
TE7D390D6E1,2026-05-16 21:00:00,0.0173,False
TE7D390D6E1,2026-05-16 22:00:00,0.01554,False
TE7D390D6E1,2026-05-16 23:00:00,0.01503,False
TE7D390D6E1,2026-05-17 00:00:00,0.00192,False
TE7D390D6E1,2026-05-17 01:00:00,0.0015,False
TE7D390D6E1,2026-05-17 02:00:00,0.00213,False
TE7D390D6E1,2026-05-17 03:00:00,0.00175,False
TE7D390D6E1,2026-05-17 04:00:00,0.00298,False
TE7D390D6E1,2026-05-17 05:00:00,0.01415,False
TE7D390D6E1,2026-05-17 06:00:00,0.03634,False
TE7D390D6E1,2026-05-17 07:00:00,0.04129,False
TE7D390D6E1,2026-05-17 08:00:00,0.05173,False
TE7D390D6E1,2026-05-17 09:00:00,0.09269,False
TE7D390D6E1,2026-05-17 10:00:00,0.05668,False
TE7D390D6E1,2026-05-17 11:00:00,0.04253,False
TE7D390D6E1,2026-05-17 12:00:00,0.06013,False
TE7D390D6E1,2026-05-17 13:00:00,0.05339,False
TE7D390D6E1,2026-05-17 14:00:00,0.06153,False
TE7D390D6E1,2026-05-17 15:00:00,0.05148,False
TE7D390D6E1,2026-05-17 16:00:00,0.05392,False
TE7D390D6E1,2026-05-17 17:00:00,0.05531,False
TE7D390D6E1,2026-05-17 18:00:00,0.05768,False
TE7D390D6E1,2026-05-17 19:00:00,0.04666,False
TE7D390D6E1,2026-05-17 20:00:00,0.03481,False
TE7D390D6E1,2026-05-17 21:00:00,0.03006,False
TE7D390D6E1,2026-05-17 22:00:00,0.01199,False
TE7D390D6E1,2026-05-17 23:00:00,0.00916,False
TE7D390D6E1,2026-05-18 00:00:00,0.00152,False
TE7D390D6E1,2026-05-18 01:00:00,0.00155,False
TE7D390D6E1,2026-05-18 02:00:00,0.00157,False
TE7D390D6E1,2026-05-18 03:00:00,0.00227,False
TE7D390D6E1,2026-05-18 04:00:00,0.00336,False
TE7D390D6E1,2026-05-18 05:00:00,0.01389,False
TE7D390D6E1,2026-05-18 06:00:00,0.0252,False
TE7D390D6E1,2026-05-18 07:00:00,0.05605,False
TE7D390D6E1,2026-05-18 08:00:00,0.0498,False
TE7D390D6E1,2026-05-18 09:00:00,0.06309,False
TE7D390D6E1,2026-05-18 10:00:00,0.05142,False
TE7D390D6E1,2026-05-18 11:00:00,0.04435,False
TE7D390D6E1,2026-05-18 12:00:00,0.05222,False
TE7D390D6E1,2026-05-18 13:00:00,0.02741,False
TE7D390D6E1,2026-05-18 14:00:00,0.07596,False
TE7D390D6E1,2026-05-18 15:00:00,0.03711,False
TE7D390D6E1,2026-05-18 16:00:00,0.03872,False
TE7D390D6E1,2026-05-18 17:00:00,0.04619,False
TE7D390D6E1,2026-05-18 18:00:00,0.05176,False
TE7D390D6E1,2026-05-18 19:00:00,0.03706,False
TE7D390D6E1,2026-05-18 20:00:00,0.02914,False
TE7D390D6E1,2026-05-18 21:00:00,0.02185,False
TE7D390D6E1,2026-05-18 22:00:00,0.02212,False
TE7D390D6E1,2026-05-18 23:00:00,0.01313,False
TE7D390D6E1,2026-05-19 00:00:00,0.00127,False
TE7D390D6E1,2026-05-19 01:00:00,0.0015,False
TE7D390D6E1,2026-05-19 02:00:00,0.00135,False
TE7D390D6E1,2026-05-19 03:00:00,0.0026,False
TE7D390D6E1,2026-05-19 04:00:00,0.00348,False
TE7D390D6E1,2026-05-19 05:00:00,0.01175,False
TE7D390D6E1,2026-05-19 06:00:00,0.0284,False
TE7D390D6E1,2026-05-19 07:00:00,0.02948,False
TE7D390D6E1,2026-05-19 08:00:00,0.05703,False
TE7D390D6E1,2026-05-19 09:00:00,0.04828,False
TE7D390D6E1,2026-05-19 10:00:00,0.04223,False
TE7D390D6E1,2026-05-19 11:00:00,0.05187,False
TE7D390D6E1,2026-05-19 12:00:00,0.05584,False
TE7D390D6E1,2026-05-19 13:00:00,0.05651,False
TE7D390D6E1,2026-05-19 14:00:00,0.07048,False
TE7D390D6E1,2026-05-19 15:00:00,0.04148,False
TE7D390D6E1,2026-05-19 16:00:00,0.05861,False
TE7D390D6E1,2026-05-19 17:00:00,0.07117,False
TE7D390D6E1,2026-05-19 18:00:00,0.0498,False
TE7D390D6E1,2026-05-19 19:00:00,0.04046,False
TE7D390D6E1,2026-05-19 20:00:00,0.03201,False
TE7D390D6E1,2026-05-19 21:00:00,0.02324,False
TE7D390D6E1,2026-05-19 22:00:00,0.01795,False
TE7D390D6E1,2026-05-19 23:00:00,0.01112,False
TE7D390D6E1,2026-05-20 00:00:00,0.00194,False
TE7D390D6E1,2026-05-20 01:00:00,0.0012,False
TE7D390D6E1,2026-05-20 02:00:00,0.00192,False
TE7D390D6E1,2026-05-20 03:00:00,0.00228,False
TE7D390D6E1,2026-05-20 04:00:00,0.00395,False
TE7D390D6E1,2026-05-20 05:00:00,0.01241,False
TE7D390D6E1,2026-05-20 06:00:00,0.03194,False
TE7D390D6E1,2026-05-20 07:00:00,0.04888,False
TE7D390D6E1,2026-05-20 08:00:00,0.02788,False
TE7D390D6E1,2026-05-20 09:00:00,0.0499,False
TE7D390D6E1,2026-05-20 10:00:00,0.05731,False
TE7D390D6E1,2026-05-20 11:00:00,0.04344,False
TE7D390D6E1,2026-05-20 12:00:00,0.03992,False
TE7D390D6E1,2026-05-20 13:00:00,0.0581,False
TE7D390D6E1,2026-05-20 14:00:00,0.05506,False
TE7D390D6E1,2026-05-20 15:00:00,0.04794,False
TE7D390D6E1,2026-05-20 16:00:00,0.06395,False
TE7D390D6E1,2026-05-20 17:00:00,0.0458,False
TE7D390D6E1,2026-05-20 18:00:00,0.06115,False
TE7D390D6E1,2026-05-20 19:00:00,0.03218,False
TE7D390D6E1,2026-05-20 20:00:00,0.0224,False
TE7D390D6E1,2026-05-20 21:00:00,0.02497,False
TE7D390D6E1,2026-05-20 22:00:00,0.01696,False
TE7D390D6E1,2026-05-20 23:00:00,0.00684,False
TE7D390D6E1,2026-05-21 00:00:00,0.00163,False
TE7D390D6E1,2026-05-21 01:00:00,0.00127,False
TE7D390D6E1,2026-05-21 02:00:00,0.00166,False
TE7D390D6E1,2026-05-21 03:00:00,0.00164,False
TE7D390D6E1,2026-05-21 04:00:00,0.00323,False
TE7D390D6E1,2026-05-21 05:00:00,0.0098,False
TE7D390D6E1,2026-05-21 06:00:00,0.031,False
TE7D390D6E1,2026-05-21 07:00:00,0.03238,False
TE7D390D6E1,2026-05-21 08:00:00,0.04279,False
TE7D390D6E1,2026-05-21 09:00:00,0.04111,False
TE7D390D6E1,2026-05-21 10:00:00,0.04841,False
TE7D390D6E1,2026-05-21 11:00:00,0.04461,False
TE7D390D6E1,2026-05-21 12:00:00,0.04583,False
TE7D390D6E1,2026-05-21 13:00:00,0.05137,False
TE7D390D6E1,2026-05-21 14:00:00,0.05818,False
TE7D390D6E1,2026-05-21 15:00:00,0.056,False
TE7D390D6E1,2026-05-21 16:00:00,0.04551,False
TE7D390D6E1,2026-05-21 17:00:00,0.04613,False
TE7D390D6E1,2026-05-21 18:00:00,0.05648,False
TE7D390D6E1,2026-05-21 19:00:00,0.03516,False
TE7D390D6E1,2026-05-21 20:00:00,0.03655,False
TE7D390D6E1,2026-05-21 21:00:00,0.0274,False
TE7D390D6E1,2026-05-21 22:00:00,0.0179,False
TE7D390D6E1,2026-05-21 23:00:00,0.00984,False
TE7D390D6E1,2026-05-22 00:00:00,0.00176,False
TE7D390D6E1,2026-05-22 01:00:00,0.00167,False
TE7D390D6E1,2026-05-22 02:00:00,0.00159,False
TE7D390D6E1,2026-05-22 03:00:00,0.00303,False
TE7D390D6E1,2026-05-22 04:00:00,0.00413,False
TE7D390D6E1,2026-05-22 05:00:00,0.00912,False
TE7D390D6E1,2026-05-22 06:00:00,0.02593,False
TE7D390D6E1,2026-05-22 07:00:00,0.04912,False
TE7D390D6E1,2026-05-22 08:00:00,0.03004,False
TE7D390D6E1,2026-05-22 09:00:00,0.04733,False
TE7D390D6E1,2026-05-22 10:00:00,0.04559,False
TE7D390D6E1,2026-05-22 11:00:00,0.06102,False
TE7D390D6E1,2026-05-22 12:00:00,0.04922,False
TE7D390D6E1,2026-05-22 13:00:00,0.04782,False
TE7D390D6E1,2026-05-22 14:00:00,0.04919,False
TE7D390D6E1,2026-05-22 15:00:00,0.05559,False
TE7D390D6E1,2026-05-22 16:00:00,0.03182,False
TE7D390D6E1,2026-05-22 17:00:00,0.05061,False
TE7D390D6E1,2026-05-22 18:00:00,0.04272,False
TE7D390D6E1,2026-05-22 19:00:00,0.0278,False
TE7D390D6E1,2026-05-22 20:00:00,0.04016,False
TE7D390D6E1,2026-05-22 21:00:00,0.03228,False
TE7D390D6E1,2026-05-22 22:00:00,0.01752,False
TE7D390D6E1,2026-05-22 23:00:00,0.00987,False
TE7D390D6E1,2026-05-23 00:00:00,0.00197,False
TE7D390D6E1,2026-05-23 01:00:00,0.00155,False
TE7D390D6E1,2026-05-23 02:00:00,0.00153,False
TE7D390D6E1,2026-05-23 03:00:00,0.0026,False
TE7D390D6E1,2026-05-23 04:00:00,0.0044,False
TE7D390D6E1,2026-05-23 05:00:00,0.01257,False
TE7D390D6E1,2026-05-23 06:00:00,0.03606,False
TE7D390D6E1,2026-05-23 07:00:00,0.04718,False
TE7D390D6E1,2026-05-23 08:00:00,0.05036,False
TE7D390D6E1,2026-05-23 09:00:00,0.0474,False
TE7D390D6E1,2026-05-23 10:00:00,0.04255,False
TE7D390D6E1,2026-05-23 11:00:00,0.07099,False
TE7D390D6E1,2026-05-23 12:00:00,0.04876,False
TE7D390D6E1,2026-05-23 13:00:00,0.07522,False
TE7D390D6E1,2026-05-23 14:00:00,0.06941,False
TE7D390D6E1,2026-05-23 15:00:00,0.04585,False
TE7D390D6E1,2026-05-23 16:00:00,0.06713,False
TE7D390D6E1,2026-05-23 17:00:00,0.04553,False
TE7D390D6E1,2026-05-23 18:00:00,0.05115,False
TE7D390D6E1,2026-05-23 19:00:00,0.06539,False
TE7D390D6E1,2026-05-23 20:00:00,0.04334,False
TE7D390D6E1,2026-05-23 21:00:00,0.0286,False
TE7D390D6E1,2026-05-23 22:00:00,0.02186,False
TE7D390D6E1,2026-05-23 23:00:00,0.0113,False
TE7D390D6E1,2026-05-24 00:00:00,0.00171,False
TE7D390D6E1,2026-05-24 01:00:00,0.00196,False
TE7D390D6E1,2026-05-24 02:00:00,0.0015,False
TE7D390D6E1,2026-05-24 03:00:00,0.00251,False
TE7D390D6E1,2026-05-24 04:00:00,0.00431,False
TE7D390D6E1,2026-05-24 05:00:00,0.00838,False
TE7D390D6E1,2026-05-24 06:00:00,0.01968,False
TE7D390D6E1,2026-05-24 07:00:00,0.04969,False
TE7D390D6E1,2026-05-24 08:00:00,0.06624,False
