id_toma,privada,tipo_ocupante,tipo_tarifa,consumo_base,domiciliado,incluye_alcantarillado,incluye_saneamiento,propension_mora,fecha_alta
T5D1D63651A,El Pedregal,domestico,domestico,16.67587784749653,False,True,True,0.5822954275373406,2023-01-06
T005A9CE174,La Cañada,domestico,domestico,10.225636687897875,True,True,True,0.21005387668772316,2020-01-19
T0E572DDC2C,Villa Serena,domestico,domestico,9.50671277797692,False,False,True,0.6200143063764482,2021-10-01
T6B4C3EB33E,La Cañada,domestico,domestico,5.025874380144137,False,True,True,0.3788332340310154,2023-09-10
T98621FD0F2,Sin privada,industrial,industrial,123.55763101016869,False,True,True,0.06293892964773529,2020-10-16
TCED7759D69,Los Fresnos,domestico,domestico,17.96813069210574,False,False,True,0.39489659616193246,2020-08-03
T148BA00559,Los Encinos,domestico,domestico,22.38109542506072,False,True,True,0.21625858450437221,2022-08-10
T8EF8382AF5,Sin privada,domestico,domestico,12.288807427830573,False,True,True,0.36514055333672385,2023-08-25
T294140BCEC,La Cañada,comercial,comercial,21.263065866872893,False,True,True,0.40494363408260686,2019-05-06
T2B4ECE5F7A,San Miguel,domestico,domestico,17.539038722590288,False,True,False,0.25079568447910716,2021-08-12
TFCDB644B38,Sin privada,domestico,domestico,17.993463706976378,True,True,True,0.49227863661333354,2023-05-31
TF46C85CB55,Sin privada,domestico,domestico,6.639560598691434,True,True,True,0.37062821506182003,2021-11-16
T635E7348B0,Sin privada,domestico,domestico,21.231220881339276,False,True,True,0.5217624162638042,2024-06-16
TD950C1321E,Villa Serena,domestico,domestico,14.208185426312932,False,True,True,0.13397117686753385,2021-09-26
T79F7CA1313,Los Fresnos,domestico,domestico,6.4350214837979856,False,True,False,0.5108694913531381,2020-03-23
T1890D0D69D,San Miguel,domestico,domestico,12.279174110743053,False,True,True,0.3601854507487782,2019-09-13
T92ED6C6BBC,Sin privada,domestico,domestico,6.853247498216759,False,True,True,0.01,2020-05-01
T1A234D637E,Los Fresnos,domestico,domestico,14.707681671396186,False,True,False,0.41429746647932136,2020-11-29
T0FA07C2AE6,La Cañada,domestico,domestico,8.243300232898362,False,True,False,0.1083707222483025,2021-01-18
T85D9327E38,Villa Serena,domestico,domestico,12.51492432753977,False,True,True,0.43928523492261495,2020-09-21
T9B2220E701,San Miguel,domestico,domestico,22.73396693150437,True,True,True,0.1533233355278009,2022-12-09
T75AE25B236,Las Palmas,domestico,domestico,13.899745018816011,False,True,True,0.39275401510750063,2023-06-02
T85C4B9E9BD,Villa Serena,domestico,domestico,6.93801391878452,False,True,True,0.038520936777812834,2019-02-22
TAAC46C752C,Sin privada,comercial,comercial,5.311153370461945,False,True,False,0.38745534861383063,2021-12-22
TB5ABA37301,Los Encinos,domestico,domestico,19.226883489147653,False,True,True,0.5550373361939973,2019-03-12
TDB1931905E,Sin privada,domestico,domestico,10.57635500943326,False,True,True,0.23610698080694467,2021-02-26
T8A79BCF725,El Mirador,domestico,domestico,5.2340163047974215,True,True,True,0.19495819157668035,2021-04-10
T1383BC162C,Sin privada,domestico,domestico,12.351653014467242,False,True,True,0.10046169158531822,2021-05-20
TE3F34F661C,Sin privada,comercial,comercial,64.397580421493,False,True,True,0.4098529006164788,2023-09-09
T945DF5CC73,Los Fresnos,domestico,domestico,8.522069196266564,False,True,True,0.39645325881269955,2021-05-13
T89289351AD,Sin privada,domestico,domestico,13.725795619719849,True,False,True,0.3803695323025614,2021-08-06
T3C6A8E589D,San Miguel,comercial,comercial,28.793925629837517,False,True,True,0.4778997405213295,2020-10-17
T9EDB41553F,Sin privada,domestico,domestico,7.193980902693703,False,True,True,0.5030790849388634,2019-02-14
T39FECD2D40,Villa Serena,domestico,domestico,19.992255875057523,False,True,True,0.4120587787055559,2020-12-31
T393F331539,El Mirador,domestico,domestico,11.987760472941584,False,True,True,0.7231006109405415,2022-01-09
T44E572D176,Sin privada,domestico,domestico,18.435304828617628,False,True,True,0.17064990973709857,2022-10-13
T6A0C9518A5,Sin privada,domestico,domestico,11.627379725615175,False,True,True,0.5316809196681859,2022-12-06
T6F6C091F32,Santa Teresa,domestico,domestico,12.511974669136848,False,True,True,0.31551317353878994,2021-12-28
T0A7DFC3903,Sin privada,domestico,domestico,21.029022924619024,False,True,True,0.04257901089919953,2019-09-12
T4CA807AAAE,La Cañada,comercial,comercial,38.85971675415977,False,True,True,0.14350479894939658,2020-07-28
T292B036CC6,Sin privada,domestico,domestico,14.724964429467196,True,True,True,0.4631770332201168,2023-06-07
TF252236170,Sin privada,domestico,domestico,18.385037086135455,False,True,True,0.23914644537619126,2021-11-04
T47A88C447A,La Cañada,domestico,domestico,8.509317280326743,False,True,True,0.017486114941039237,2023-07-17
T29274E7656,Los Fresnos,domestico,domestico,16.878944713012302,True,True,True,0.09272153857673411,2023-05-09
TF94B3B4CEA,San Miguel,domestico,domestico,15.719501460866855,False,True,True,0.5858336563874542,2021-07-09
TD79C86593F,Villa Serena,domestico,domestico,19.415075993919352,False,True,True,0.12323963628904354,2021-11-25
T042B2178D1,Sin privada,domestico,domestico,20.764720349628004,False,True,True,0.032137698898923275,2023-02-02
TE9E2B18053,La Cañada,comercial,comercial,56.2979792342051,False,True,True,0.3739574483201506,2020-12-15
T80D9A080BE,La Cañada,comercial,comercial,44.648509984852275,False,True,True,0.13259692248105942,2022-10-04
T580C1D0E5A,Sin privada,comercial,comercial,48.71896315331644,False,True,True,0.29769979383085815,2021-12-16
T262047037E,La Noria,domestico,domestico,12.404779593020532,False,False,True,0.348660049382914,2021-12-16
T997FBB56CB,La Cañada,domestico,domestico,13.999724051485718,False,True,True,0.1189280144202788,2021-01-30
T488907BADA,Sin privada,domestico,domestico,23.887416014944698,False,True,True,0.3637356461623928,2019-03-13
T959B664297,Sin privada,domestico,domestico,11.559440487876472,False,True,True,0.22326978684176718,2023-12-09
TCE4FA87780,Sin privada,domestico,domestico,10.984338549990712,False,True,True,0.2117738161593892,2023-04-22
T6A6F416B64,Sin privada,domestico,domestico,14.841760157071198,False,True,True,0.2655482181646483,2020-08-12
T5C22EC11B8,Sin privada,comercial,comercial,46.98813991678013,True,True,False,0.1820124937084691,2020-12-22
T132EB7CE2B,Los Encinos,domestico,domestico,12.811726900967045,False,True,True,0.1480703973611767,2024-05-20
T011F73020E,Los Fresnos,domestico,domestico,15.860850545153266,False,True,True,0.15355769273195893,2019-11-20
T0197678D11,Los Fresnos,comercial,comercial,31.607914944081955,False,True,True,0.3834000257707184,2022-12-12
TBA58CFEBC6,La Noria,comercial,comercial,22.204633610363736,False,True,True,0.1561104833794327,2019-03-27
T78A401EEAD,Los Fresnos,domestico,domestico,16.23699150960517,False,True,False,0.3329686796299202,2023-11-29
TE33F90B286,Sin privada,domestico,domestico,12.816863086498145,True,True,True,0.4986961338701196,2024-03-22
T761C9E26E6,La Cañada,domestico,domestico,12.127054473450851,False,True,True,0.6502485279682481,2022-01-21
T65187CE62C,Sin privada,publico,publico,39.42707781504599,False,True,True,0.45760494537839486,2022-01-13
T6DD4962896,Sin privada,domestico,domestico,11.667411749874354,False,True,True,0.08842141971528499,2024-01-26
T57E5EAB9B8,El Pedregal,domestico,domestico,12.185925459237215,False,True,False,0.1701265674599828,2022-07-30
T0D1C506545,Sin privada,domestico,domestico,12.803136975752453,True,True,True,0.13384772068204198,2023-01-16
T16385BC409,Los Encinos,domestico,domestico,9.148768027373496,False,True,False,0.2868331150289267,2022-01-30
T703E749B16,Sin privada,domestico,domestico,12.287687359826649,False,True,True,0.17231116974366512,2019-12-11
TE03815B898,El Pedregal,domestico,domestico,17.810512279700944,False,True,False,0.2587817233508759,2023-06-08
T5EDC8CD764,La Cañada,domestico,domestico,13.4936879668793,False,True,False,0.17607549510550854,2019-05-18
T8A0E42EA46,El Pedregal,domestico,domestico,12.829598117873788,True,True,False,0.14348197075223312,2024-03-06
T58E4665FE8,El Pedregal,domestico,domestico,21.553284786348705,False,True,True,0.4803969783703804,2022-05-21
T45A3829C6C,Villa Serena,domestico,domestico,13.680963741726448,False,True,True,0.34644314904522805,2021-02-22
T0F2B41D96D,Sin privada,comercial,comercial,33.22613458613471,False,True,True,0.15920955167516118,2020-02-01
T45E4DAC832,La Cañada,domestico,domestico,14.273426419769926,True,True,False,0.45163456726502565,2019-06-02
TB308B5DC7A,Sin privada,domestico,domestico,14.68853039526046,False,True,True,0.21980815038141396,2024-06-22
T5A52BDFD5B,Sin privada,domestico,domestico,7.272160937651844,True,True,True,0.26497877787545543,2022-04-03
T3B6195226D,El Pedregal,domestico,domestico,16.378422171023406,False,True,False,0.06841625738563284,2024-04-27
TEF3ACC364D,Los Fresnos,domestico,domestico,11.551236315833991,False,True,True,0.2978791870849436,2023-04-03
T0E3944E1C7,Sin privada,domestico,domestico,12.6895301229559,True,True,True,0.21408061057851946,2021-07-23
TC5E02C2AE1,La Cañada,domestico,domestico,6.848139844412888,True,True,True,0.492555013656899,2022-08-02
T9C181CA6B2,Sin privada,domestico,domestico,15.670966620549915,False,True,True,0.15834170250573323,2022-03-07
T46D0D9FE06,Los Fresnos,domestico,domestico,11.783033403515194,False,True,True,0.34937682339615805,2019-01-07
T3763EE0258,Sin privada,domestico,domestico,9.75440819473595,True,True,True,0.2593933284796225,2023-11-14
TB6793708AF,Los Encinos,domestico,domestico,10.103947576438436,False,True,True,0.42146082520466976,2019-03-02
T02BF3919B7,Villa Serena,domestico,domestico,11.443728577262137,True,True,True,0.07756610041682496,2020-04-22
T61903D0C08,Los Encinos,domestico,domestico,11.049212487599105,False,True,True,0.5695903867718427,2020-10-21
T1540962193,Sin privada,industrial,industrial,76.75082282685298,False,False,True,0.17412563111321283,2019-09-30
TE8DF4BFC62,Sin privada,comercial,comercial,39.810743655096644,False,True,True,0.1411646038476502,2022-08-29
T97A5E4F98E,La Cañada,domestico,domestico,15.119718218109984,False,True,True,0.7794397393613282,2019-03-06
TB2B631F6DE,El Mirador,domestico,domestico,12.71727512353053,False,True,True,0.24307945213625218,2019-09-17
TFD4476DD46,Los Fresnos,domestico,domestico,24.64917466033673,False,True,True,0.2101545480170058,2019-11-13
T63AE43B763,Sin privada,domestico,domestico,24.676650571494115,False,True,True,0.10482887210257207,2020-11-07
TF7E0F3ADFA,Sin privada,domestico,domestico,3.0466258671284514,False,True,True,0.3658552817732321,2021-07-26
T9F3D4A99A8,Sin privada,domestico,domestico,5.438173865621934,False,True,True,0.1667116223032687,2019-09-14
T3AF0CA5142,La Cañada,industrial,industrial,45.65991940972169,False,True,True,0.20405684078599734,2021-06-29
T525C93E294,Las Palmas,domestico,domestico,9.142606387207378,False,True,True,0.12015623841666825,2024-06-18
TA60FF3309B,Sin privada,domestico,domestico,11.645052352757677,False,True,True,0.6431340308524118,2020-02-08
T6230F0F81A,La Cañada,domestico,domestico,11.887308976037126,False,True,True,0.05451442306382882,2020-11-06
T486DC7662A,Villa Serena,industrial,industrial,194.7754649937881,False,True,True,0.32049543647002665,2019-07-01
T0DD0FDF0BD,Sin privada,domestico,domestico,19.362652753574235,False,True,True,0.2734146423704394,2021-06-04
T81EEF6FCD3,Sin privada,domestico,domestico,12.14445080935136,False,True,True,0.2007151594830809,2020-07-30
T6269371CAA,Sin privada,domestico,domestico,8.904623929992688,True,True,True,0.07998077582244571,2023-11-09
TF7BDB30AC3,El Pedregal,domestico,domestico,29.064733998111194,False,True,True,0.15828033952765022,2019-02-16
TC1EBE75CAC,La Cañada,domestico,domestico,18.108818114420366,False,True,True,0.06747685726239543,2022-08-29
T0A0805FB46,Villa Serena,domestico,domestico,19.22580394551577,False,True,True,0.399056598306625,2022-08-12
T7C1EBC3C4C,La Cañada,domestico,domestico,19.319490321889855,False,True,True,0.38508761559792604,2019-08-01
TFB5558315C,Villa Serena,domestico,domestico,17.66197943013423,False,True,False,0.24757205779138844,2023-01-18
T4D34DCD6FE,Villa Serena,domestico,domestico,15.073126005643115,False,True,True,0.5858906242861446,2019-02-06
T8F2163E1AC,Villa Serena,comercial,comercial,25.6513498681094,False,False,True,0.33316027240758905,2021-01-05
T6D36EEA27E,Los Fresnos,domestico,domestico,14.338156055268115,False,True,True,0.36398339385537115,2021-12-06
TD718599337,Sin privada,publico,publico,39.172546869824416,False,True,True,0.3555813313529914,2022-12-03
TACFC1D584E,La Cañada,domestico,domestico,19.087056079903405,False,True,True,0.10467782306357529,2019-04-17
TE1CE4D9E5A,Villa Serena,domestico,domestico,14.934990986610568,False,True,True,0.30513613043664195,2024-02-15
TEEB9050E6F,Sin privada,domestico,domestico,22.678768746201357,False,True,True,0.18278440268057428,2020-08-31
T266175A7E1,Sin privada,domestico,domestico,23.123416794907275,True,True,True,0.3321753963622747,2020-05-04
T188F8436EB,Sin privada,domestico,domestico,8.584291137103287,False,True,False,0.23222307990352062,2023-10-05
TBF5EF4019A,Villa Serena,domestico,domestico,9.231062148539664,False,True,True,0.11420756245437315,2021-04-19
TF8038E3438,Villa Serena,domestico,domestico,10.504802465717443,True,True,False,0.485376925897966,2023-09-22
T14A35B501D,El Mirador,comercial,comercial,31.75769925032059,False,True,True,0.19851300076394404,2020-02-08
TACA1F6575E,Los Fresnos,domestico,domestico,11.238661985230177,True,True,True,0.3139552163862066,2021-08-24
T425CF74F89,Sin privada,domestico,domestico,2.0,True,True,True,0.2656846917014335,2023-06-25
T7E561E41DF,Las Palmas,domestico,domestico,15.921736456656893,False,True,False,0.14758689604284292,2022-12-14
TAE21909B09,El Mirador,domestico,domestico,12.090912794018351,False,True,True,0.2583982064497461,2023-01-23
TA49FD77129,El Pedregal,comercial,comercial,34.76864653556979,False,True,True,0.49323763315195085,2024-01-08
T83C53CBDE3,Sin privada,domestico,domestico,19.43880937924349,False,True,True,0.18334350478910283,2023-06-05
T8989E9F3E0,Los Encinos,comercial,comercial,23.41498646917221,False,True,True,0.0536934944662966,2023-04-23
T0E868A3F47,Los Fresnos,domestico,domestico,19.095797427372688,False,True,True,0.26278345853113366,2022-09-11
TAA4A146A6F,Las Palmas,publico,publico,12.013372218353986,False,True,True,0.521960276125729,2019-07-12
T929701588B,La Cañada,domestico,domestico,7.089350202045287,True,True,False,0.15891888665344517,2024-05-20
TCBA87E8F93,Los Fresnos,domestico,domestico,15.634515386016949,True,True,True,0.13264682867103794,2023-06-16
T71B2CE98BC,Sin privada,domestico,domestico,24.619470652807248,False,True,True,0.055513121507816836,2019-10-06
T3104E606FB,La Cañada,domestico,domestico,14.0076206987733,False,True,True,0.43926373553308323,2019-04-27
TC9C584B8EF,Los Fresnos,domestico,domestico,12.042136600434555,False,True,False,0.33797652449768145,2023-12-02
T42EAACA5A6,Villa Serena,domestico,domestico,14.179058641951015,False,False,True,0.09786763915462371,2022-02-23
T27CD292019,Villa Serena,domestico,domestico,21.12435064119605,False,True,True,0.46648699481978245,2023-08-18
T2631941D4D,Santa Teresa,domestico,domestico,19.200104449824494,False,True,True,0.39384562350611735,2023-07-27
TD6D0D046B5,Villa Serena,domestico,domestico,7.252810435342593,True,True,True,0.48955375104750126,2021-01-15
T930BCF26DA,La Cañada,domestico,domestico,16.07927196603028,True,True,True,0.17761528597003015,2020-02-16
T7A263D97A8,Sin privada,domestico,domestico,18.9838984305744,False,True,True,0.18831934383744092,2021-04-25
T84CC232045,Villa Serena,domestico,domestico,10.691697579422131,False,True,True,0.28383015557352237,2022-06-19
T1F7089E5B3,Sin privada,domestico,domestico,22.514942785917363,False,True,True,0.15502249236200905,2023-08-30
T6DD01C39D7,El Pedregal,comercial,comercial,31.007762134297675,True,True,True,0.31342029264873017,2019-05-16
TE3814F5946,Los Fresnos,domestico,domestico,8.650521014998095,False,True,True,0.23030704436073485,2024-01-19
T260F6D657D,Sin privada,domestico,domestico,15.112236957544269,False,True,True,0.43928645505278685,2023-12-23
TF9F158A927,Los Fresnos,domestico,domestico,17.23725311761413,False,True,True,0.11985467788324924,2024-03-15
T2A78E596A5,Villa Serena,domestico,domestico,19.807275632407393,False,True,True,0.020991176200934502,2020-10-02
T48829C6681,Los Fresnos,domestico,domestico,16.664385518938186,False,True,True,0.2782330266392772,2023-12-05
T5446AB5D4F,Sin privada,domestico,domestico,9.724677334010437,False,True,True,0.4506045096810488,2019-05-18
T6FEE2A0A85,Villa Serena,domestico,domestico,10.81435063933972,False,True,True,0.6520475954909645,2020-10-04
T37BA3005AD,La Cañada,domestico,domestico,20.11792683374427,False,True,True,0.2064494942960421,2021-05-16
T599538981A,La Cañada,comercial,comercial,48.355916707855435,False,True,True,0.32973214201436385,2020-04-05
TC1FE3D7E79,Las Palmas,domestico,domestico,17.268436720858176,False,True,True,0.23519040840418567,2020-07-28
TAB633F4546,Sin privada,comercial,comercial,16.198038004809476,False,False,True,0.13828232625726103,2023-02-24
TEF123948C4,Los Fresnos,domestico,domestico,9.8808507179024,False,True,True,0.08575600462990395,2019-01-03
T50EA3E30B0,El Mirador,domestico,domestico,12.10721191826347,False,True,True,0.5417414009457622,2023-10-17
T10E8B50E63,Los Fresnos,comercial,comercial,32.86276090054842,True,True,True,0.21755787007273747,2023-05-05
T75445AB825,Sin privada,domestico,domestico,12.213087154510989,True,True,True,0.15378673167226786,2021-08-08
T9AEC04CEE6,Villa Serena,domestico,domestico,9.99105688618216,False,True,True,0.2087978629797963,2022-04-05
TE59C7E0558,El Pedregal,domestico,domestico,9.399072841567428,False,True,True,0.23219338261114247,2020-02-23
T017F5CC857,La Cañada,domestico,domestico,20.150624432218994,False,True,True,0.055121329922466974,2019-03-30
T5740214D00,Los Encinos,domestico,domestico,5.168954164850971,False,True,True,0.08376866825527877,2020-03-11
TA54FDBC969,Los Fresnos,comercial,comercial,38.55913548231567,False,True,True,0.36909039903834373,2020-09-21
T79348D1D8C,El Pedregal,comercial,comercial,57.023179999283286,False,True,False,0.34948728778507493,2024-06-22
T0C38B9638D,Sin privada,comercial,comercial,25.41859800080722,True,True,True,0.250604900890213,2022-10-22
TF8CD7DEDDA,San Miguel,domestico,domestico,18.02351086853174,False,True,True,0.07024159483757714,2023-11-02
TD4AA44C620,La Cañada,domestico,domestico,17.550292603832034,False,True,True,0.1461260156974599,2024-03-25
TBA22021045,El Mirador,publico,publico,58.021712847222574,False,True,True,0.06392302041535843,2023-08-07
TAE4991C39A,Villa Serena,domestico,domestico,14.597081379485342,True,True,False,0.4827331279987324,2022-10-28
T926427EC22,Sin privada,domestico,domestico,13.555606170601282,False,True,True,0.3983816083194371,2021-06-03
T03F3726F54,Los Fresnos,domestico,domestico,12.146643422717098,False,False,True,0.31483547231421827,2023-02-28
T9C5C1B51E6,Los Fresnos,domestico,domestico,19.292813169815158,False,True,True,0.18744447477616316,2020-09-22
TAB67F85714,Los Fresnos,domestico,domestico,16.82702505561728,False,True,True,0.5147484283329166,2023-12-01
T021E4A2B45,Sin privada,domestico,domestico,12.390613106394344,False,True,True,0.4386140992069676,2019-06-30
T9C284C6EDE,Los Fresnos,domestico,domestico,17.35210696138831,False,True,True,0.2388057564568767,2020-06-16
TE5AE06739E,El Pedregal,domestico,domestico,14.345732786701591,False,True,False,0.30208860391815484,2023-01-26
T01F422D988,La Noria,domestico,domestico,10.291891425747194,False,True,True,0.16469972328451263,2021-10-18
T812E69DF24,Sin privada,comercial,comercial,53.99645699229099,False,True,False,0.3099583811404028,2019-08-16
T1753290875,Villa Serena,domestico,domestico,15.558972614181355,False,True,True,0.3595248208575991,2021-07-09
T6453265506,La Cañada,industrial,industrial,115.72663267490466,False,True,True,0.09290029597570096,2020-10-31
T3DCE54CBCD,La Noria,domestico,domestico,9.139171659726788,False,True,True,0.06292880732080354,2021-03-15
T25A59C1230,Sin privada,comercial,comercial,24.830412324117702,False,True,True,0.48124690036802165,2021-04-03
T7149DBE7E7,Villa Serena,comercial,comercial,33.476872168642146,False,True,True,0.2550983864728972,2021-11-29
T17B01CE93D,Sin privada,domestico,domestico,12.541387178150877,True,True,True,0.12010208051811806,2023-03-23
T2A7B7C0706,El Pedregal,domestico,domestico,14.334995038266552,False,True,True,0.4408459874757628,2023-06-14
TA2A12750E0,Los Encinos,domestico,domestico,11.540172368653707,False,False,True,0.7198864254837322,2020-01-17
TCDF5CCF9D1,Sin privada,domestico,domestico,18.40222404416718,False,False,True,0.3857145160902917,2023-10-07
T136877D852,Villa Serena,domestico,domestico,19.864774884229924,False,True,True,0.4332174836801954,2021-07-09
TD93E7F3525,Sin privada,domestico,domestico,7.5662670011681685,False,True,True,0.4061378464230394,2024-04-21
T9E698DAD97,Villa Serena,domestico,domestico,15.45123316252353,True,True,True,0.5606661294596238,2021-07-13
TA7CD008CD2,Sin privada,domestico,domestico,23.10650800556701,False,True,True,0.14894975995788878,2020-09-15
TB5E2F0D295,Sin privada,domestico,domestico,11.295844296116076,False,True,True,0.47019802696364593,2020-09-08
T886651EB56,Los Encinos,domestico,domestico,22.90887850014612,False,True,False,0.43904069935794,2019-06-24
T726E26C014,Los Encinos,domestico,domestico,6.4954544606803095,False,True,True,0.26427225828944284,2019-08-06
T47801013F9,Sin privada,domestico,domestico,16.769464513485136,False,True,True,0.20495248805090371,2019-12-07
T7B44E5C01C,El Pedregal,domestico,domestico,4.09583809590322,False,True,False,0.3482589230268992,2020-05-07
T06E1B5C91E,Los Encinos,domestico,domestico,11.950403466091982,True,True,True,0.1357484623744179,2023-12-28
TBD7AFAA9AB,Sin privada,domestico,domestico,17.38432490870324,True,True,True,0.6655788602609474,2022-01-28
T3A8AE15DE9,Sin privada,domestico,domestico,10.176825576847698,False,True,True,0.4153621760444364,2024-02-17
T90FCBE8560,Sin privada,domestico,domestico,12.342086657768188,False,True,True,0.16294115425998737,2024-02-07
T6B76BCDCC8,Los Fresnos,comercial,comercial,48.64791472037835,False,True,False,0.2000562531942185,2023-08-01
T6B61D786E8,El Pedregal,domestico,domestico,11.845035393027274,False,True,True,0.4539473040688387,2019-01-09
TD8B8E83F9D,El Pedregal,domestico,domestico,13.50240660244527,False,True,True,0.46037605771225765,2021-01-27
T353F39960E,Sin privada,domestico,domestico,7.118381766855602,False,True,True,0.40128288635029497,2021-01-10
TC44518846F,Sin privada,domestico,domestico,16.39835868354201,False,False,True,0.24018155590024068,2020-09-20
T3DBD424B8F,Sin privada,domestico,domestico,11.185244404316805,False,True,True,0.3440138264905233,2021-01-17
TB8E4E6CA4C,El Pedregal,comercial,comercial,37.039580178172535,False,True,True,0.36444766603463485,2022-11-07
T54630B6404,Sin privada,domestico,domestico,17.045909404252626,False,True,True,0.5810587430919001,2021-11-01
T71623730B1,Sin privada,domestico,domestico,12.945797662108685,False,True,True,0.3037225172866987,2021-03-03
T7436A106AE,San Miguel,domestico,domestico,9.376268613961999,False,True,True,0.25110157303193453,2019-12-21
T6191B8FD69,El Pedregal,domestico,domestico,10.383516410340906,False,True,True,0.20548348334837213,2023-03-22
TBA7727A83B,Sin privada,domestico,domestico,10.843432821236798,True,True,True,0.18928997392392313,2020-03-22
T66B24DDB8C,Villa Serena,domestico,domestico,14.166270424389381,False,True,True,0.507357176536133,2023-10-25
T0EAA0EDBAF,Los Fresnos,domestico,domestico,28.51221645997056,False,True,False,0.1927954694937087,2024-03-11
TDCBC842E3A,San Miguel,domestico,domestico,23.52117422689558,False,True,True,0.3691728618141332,2023-08-04
T305BACE840,Los Encinos,domestico,domestico,17.075542752147832,True,True,True,0.5773911107702967,2022-09-12
TAD0E244201,Sin privada,domestico,domestico,20.611144151288215,True,True,False,0.1832403572054732,2023-08-17
T824A68B378,Sin privada,comercial,comercial,5.561879055331975,False,True,True,0.18097884745616416,2020-06-07
T9F72B39B89,Sin privada,domestico,domestico,9.201175195032794,False,False,True,0.38986367334378236,2022-01-18
T0380D1AD85,Sin privada,domestico,domestico,18.63581558684707,True,True,True,0.1482502557299656,2022-07-27
TD58AFBB420,Santa Teresa,publico,publico,51.42167261142126,False,True,True,0.10282053087481648,2021-03-17
TB1A6FA6009,La Cañada,domestico,domestico,10.968985636143515,False,True,True,0.4366007023188126,2021-08-10
TB95EB354D9,Sin privada,domestico,domestico,20.005265079270895,False,True,True,0.12880081220160644,2019-04-09
T6EBEC2B9E3,El Mirador,domestico,domestico,11.351754777411008,True,True,True,0.44777156271060653,2020-05-09
TCBAFB86C54,Los Fresnos,domestico,domestico,11.817546005470335,False,True,False,0.2692325862771502,2020-05-25
T2D884BEE59,La Cañada,domestico,domestico,18.71674457829664,True,True,False,0.11234490600543223,2019-03-02
T81E3CAC404,La Noria,domestico,domestico,7.449873469172214,True,True,False,0.28061977186269094,2024-01-21
TB13246DF04,La Cañada,comercial,comercial,55.18048837452639,False,True,False,0.04360831647313126,2021-05-04
T38FC29870C,El Pedregal,domestico,domestico,7.792889403110994,False,True,True,0.261420443503641,2023-03-21
T0B952300A6,Villa Serena,domestico,domestico,15.168519637257866,False,True,True,0.4221341339806469,2021-08-24
T592EE5AE5A,San Miguel,domestico,domestico,13.166649351768228,False,True,False,0.09865023165468029,2023-08-01
